2009-01-01 02:07:49.0000001,17.8,2009-01-01 02:07:49+00:00,-73.984291,40.667851,-74.006015,40.735481,3
2009-01-01 02:51:52.0000002,10.2,2009-01-01 02:51:52+00:00,-73.956172,40.771965,-73.991027,40.751035,2
2009-01-01 03:31:36.0000001,15.4,2009-01-01 03:31:36+00:00,-73.980325,40.734579,-74.014711,40.717868,3
2009-01-01 14:29:00.00000025,32.65,2009-01-01 14:29:00+00:00,-73.872978,40.774098,-73.982055,40.762908,3
2009-01-01 20:10:00.00000075,13.3,2009-01-01 20:10:00+00:00,-73.985223,40.763067,-73.98539,40.723393,5
2009-01-01 20:23:05.0000002,10.5,2009-01-01 20:23:05+00:00,-73.965028,40.754164,-73.973177,40.789986,3
2009-01-02 08:33:29.0000001,28.65,2009-01-02 08:33:29+00:00,-73.981434,40.767695,-73.870694,40.773937,2
2009-01-02 10:13:46.0000001,14.5,2009-01-02 10:13:46+00:00,-73.947043,40.780107,-73.989034,40.751587,2
2009-01-02 10:29:00.00000065,18.1,2009-01-02 10:29:00+00:00,-73.986075,40.746143,-73.924153,40.812123,3
2009-01-02 13:00:32.0000001,11.7,2009-01-02 13:00:32+00:00,-73.98127,40.761412,-73.948953,40.786404,4
2009-01-03 00:49:38.0000002,13.0,2009-01-03 00:49:38+00:00,-73.986655,40.725907,-73.968173,40.695083,3
2009-01-03 01:56:30.0000001,18.1,2009-01-03 01:56:30+00:00,-73.95406,40.765375,-73.942974,40.843047,2
2009-01-03 03:56:05.0000003,35.0,2009-01-03 03:56:05+00:00,-73.987599,40.728717,-73.799626,40.792564,3
2009-01-03 04:07:47.0000003,26.6,2009-01-03 04:07:47+00:00,-73.995993,40.744214,-73.870818,40.774088,2
2009-01-03 12:20:48.0000001,12.5,2009-01-03 12:20:48+00:00,-73.982848,40.781786,-73.990041,40.735332,3
2009-01-03 15:19:44.0000003,14.9,2009-01-03 15:19:44+00:00,-73.995322,40.717318,-73.960953,40.779729,4
2009-01-03 15:32:00.000000108,16.9,2009-01-03 15:32:00+00:00,-73.991522,40.755792,-74.01263,40.701847,3
2009-01-03 17:08:13.0000001,25.7,2009-01-03 17:08:13+00:00,-73.974366,40.761367,-73.872919,40.774459,4
2009-01-03 18:23:00.000000194,49.15,2009-01-03 18:23:00+00:00,-73.973768,40.757165,-73.77653,40.64507,5
2009-01-04 01:58:00.00000034,11.7,2009-01-04 01:58:00+00:00,-73.95358,40.787823,-73.993073,40.733813,5
2009-01-04 09:54:34.0000001,10.5,2009-01-04 09:54:34+00:00,-73.979999,40.76107,-73.962944,40.804157,4
2009-01-04 10:22:39.0000001,13.7,2009-01-04 10:22:39+00:00,-74.015082,40.717591,-73.98414,40.729369,2
2009-01-04 14:24:00.00000033,27.7,2009-01-04 14:24:00+00:00,-73.99073,40.765867,-73.870968,40.773985,5
2009-01-04 17:18:00.00000072,16.1,2009-01-04 17:18:00+00:00,-74.00193,40.719245,-73.977633,40.75473,2
2009-01-05 08:24:07.0000001,16.5,2009-01-05 08:24:07+00:00,-73.975208,40.755706,-74.017112,40.704909,2
2009-01-05 14:14:57.0000004,22.25,2009-01-05 14:14:57+00:00,-73.950205,40.784005,-73.870411,40.773738,2
2009-01-06 18:31:00.00000077,10.9,2009-01-06 18:31:00+00:00,-74.008332,40.711735,-73.991492,40.750455,5
2009-01-07 08:47:55.0000001,10.1,2009-01-07 08:47:55+00:00,-73.970976,40.763826,-73.944483,40.802567,2
2009-01-07 09:11:00.00000075,15.7,2009-01-07 09:11:00+00:00,-73.999345,40.738815,-73.971735,40.761948,5
