key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2015-06-01 00:03:31.0000004,5.0,2015-06-01 00:03:31+00:00,-73.98821258544923,40.75587844848633,-73.99602508544923,40.74374771118164,1
2015-06-01 00:37:21.0000001,4.5,2015-06-01 00:37:21+00:00,-73.98684692382812,40.75114440917969,-73.98592376708984,40.76013946533203,1
2015-06-01 02:44:26.0000001,11.0,2015-06-01 02:44:26+00:00,-73.9906005859375,40.72446441650391,-73.99210357666014,40.74936676025391,1
2015-06-01 06:44:38.0000004,7.0,2015-06-01 06:44:38+00:00,-73.99336242675781,40.747371673583984,-73.97698211669923,40.74725341796875,1
2015-06-01 06:56:54.0000001,36.04,2015-06-01 06:56:54+00:00,-73.84536743164062,40.72232818603516,-74.00302124023438,40.74884033203125,2
2015-06-01 07:07:32.0000001,11.5,2015-06-01 07:07:32+00:00,-74.0028076171875,40.75047302246094,-74.01348876953125,40.71572494506836,1
2015-06-01 07:09:50.0000007,8.0,2015-06-01 07:09:50+00:00,-73.92150115966798,40.867618560791016,-73.9355926513672,40.8570556640625,1
2015-06-01 07:22:25.0000003,8.0,2015-06-01 07:22:25+00:00,-73.95848083496092,40.76428985595703,-73.97348022460938,40.751289367675774,1
2015-06-01 07:50:47.0000003,14.5,2015-06-01 07:50:47+00:00,-74.00731658935547,40.715850830078125,-73.98027801513672,40.760398864746094,1
2015-06-01 07:52:55.0000001,14.5,2015-06-01 07:52:55+00:00,-73.99149322509764,40.749977111816406,-73.96247100830078,40.76988983154297,1
2015-06-01 07:57:24.0000002,23.0,2015-06-01 07:57:24+00:00,-73.97817993164062,40.75230407714844,-74.01695251464845,40.70494842529297,1
2015-06-01 08:23:45.0000003,7.0,2015-06-01 08:23:45+00:00,-73.96002960205078,40.76227951049805,-73.96060943603516,40.77328872680664,1
2015-06-01 08:42:05.0000002,8.5,2015-06-01 08:42:05+00:00,-73.98816680908203,40.74824905395508,-73.97724151611328,40.74369430541992,1
2015-06-01 09:11:23.0000007,28.0,2015-06-01 09:11:23+00:00,-73.99061584472656,40.757850646972656,-74.01708221435547,40.70494842529297,1
2015-06-01 09:43:03.0000005,9.5,2015-06-01 09:43:03+00:00,-73.95384979248048,40.7668342590332,-73.97207641601561,40.75995635986328,1
2015-06-01 11:03:54.0000003,21.5,2015-06-01 11:03:54+00:00,-73.95742797851561,40.780311584472656,-73.99539184570312,40.744171142578125,1
2015-06-01 11:06:57.0000002,21.0,2015-06-01 11:06:57+00:00,-73.97554016113281,40.7589111328125,-74.0125732421875,40.701568603515625,1
2015-06-01 12:29:50.0000002,12.5,2015-06-01 12:29:50+00:00,-73.97854614257811,40.76247787475586,-73.9884262084961,40.737586975097656,2
2015-06-01 14:15:21.0000001,9.5,2015-06-01 14:15:21+00:00,-73.96185302734375,40.7677001953125,-73.97306060791014,40.76423263549805,1
2015-06-01 15:09:47.0000004,3.0,2015-06-01 15:09:47+00:00,-73.95308685302734,40.783008575439446,-73.95523834228516,40.78009033203125,1
2015-06-01 15:49:13.0000003,15.0,2015-06-01 15:49:13+00:00,-73.97949981689453,40.72740936279297,-73.976318359375,40.75157928466797,3
2015-06-01 15:50:57.0000001,11.0,2015-06-01 15:50:57+00:00,0.0,0.0,-73.98365783691406,40.72582244873047,1
2015-06-01 16:43:55.0000002,6.5,2015-06-01 16:43:55+00:00,-73.99081420898438,40.73033905029297,-73.9925765991211,40.74135208129882,1
2015-06-01 17:27:56.0000004,15.5,2015-06-01 17:27:56+00:00,-74.00006103515625,40.73885345458984,-73.97850036621094,40.75121688842773,1
2015-06-01 18:10:39.0000008,12.5,2015-06-01 18:10:39+00:00,-74.00859069824217,40.74620056152344,-73.99000549316406,40.735198974609375,2
2015-06-01 18:22:19.0000007,7.0,2015-06-01 18:22:19+00:00,-74.00304412841797,40.71801376342773,-73.99263000488281,40.72380447387695,1
2015-06-01 18:44:41.0000002,3.5,2015-06-01 18:44:41+00:00,-73.95829772949219,40.778568267822266,-73.95758819580078,40.7751579284668,2
2015-06-01 18:56:35.0000008,4.5,2015-06-01 18:56:35+00:00,-73.97886657714845,40.73717498779297,-73.9869613647461,40.740482330322266,1
2015-06-01 19:09:55.0000007,9.0,2015-06-01 19:09:55+00:00,-73.9854507446289,40.74549102783203,-73.98712921142578,40.72991180419922,5
2015-06-01 20:08:14.0000006,14.5,2015-06-01 20:08:14+00:00,-73.98368835449219,40.76649856567384,-73.95623016357422,40.80815887451172,1
2015-06-01 20:13:10.0000005,30.5,2015-06-01 20:13:10+00:00,-74.01537322998048,40.71153259277344,-73.92291259765625,40.74118041992188,6
2015-06-01 20:14:50.0000006,12.0,2015-06-01 20:14:50+00:00,-73.98307037353516,40.76248550415039,-74.00344848632812,40.7204475402832,1
