key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2010-08-01 00:04:47.0000002,5.3,2010-08-01 00:04:47+00:00,-73.970703,40.758654,-73.955598,40.776857,1
2010-08-01 00:55:00.000000191,6.9,2010-08-01 00:55:00+00:00,-73.9709,40.763707,-73.94698,40.781223,1
2010-08-01 01:25:44.0000003,7.3,2010-08-01 01:25:44+00:00,-73.998823,40.744677,-73.983431,40.767042,3
2010-08-01 02:06:06.0000001,23.3,2010-08-01 02:06:06+00:00,-73.994283,40.738764,-73.978071,40.652031,2
2010-08-01 02:07:20.0000001,6.5,2010-08-01 02:07:20+00:00,-73.990032,40.767145,-73.983319,40.749872,1
2010-08-01 03:01:00.00000054,4.9,2010-08-01 03:01:00+00:00,-74.007613,40.70682,-74.011175,40.711198,1
2010-08-01 03:04:26.0000001,26.5,2010-08-01 03:04:26+00:00,-73.975386,40.745388,-73.964371,40.633403,4
2010-08-01 03:43:13.0000001,6.9,2010-08-01 03:43:13+00:00,-73.987052,40.733167,-74.003641,40.717465,2
2010-08-01 03:50:48.0000004,7.7,2010-08-01 03:50:48+00:00,-73.990098,40.725933,-73.972206,40.751663,2
2010-08-01 08:11:00.00000012,4.1,2010-08-01 08:11:00+00:00,-73.99114,40.755522,-74.000158,40.758557,1
2010-08-01 09:30:48.0000001,4.1,2010-08-01 09:30:48+00:00,-73.98329,40.742047,-73.98329,40.742047,2
2010-08-01 10:03:00.00000088,11.7,2010-08-01 10:03:00+00:00,-73.955663,40.77735,-74.000343,40.758523,1
2010-08-01 10:37:00.00000037,6.9,2010-08-01 10:37:00+00:00,-73.95557,40.764887,-73.97436,40.753308,1
2010-08-01 11:30:00.00000075,5.7,2010-08-01 11:30:00+00:00,-73.989443,40.772013,-73.973735,40.764508,5
2010-08-01 11:49:00.00000069,4.5,2010-08-01 11:49:00+00:00,-73.960367,40.797545,-73.961483,40.806043,1
2010-08-01 13:17:00.00000026,6.5,2010-08-01 13:17:00+00:00,-73.976357,40.780387,-73.962757,40.779342,5
2010-08-01 13:36:44.0000001,5.7,2010-08-01 13:36:44+00:00,-73.990919,40.755745,-73.980411,40.74576,2
2010-08-01 14:07:00.00000022,45.0,2010-08-01 14:07:00+00:00,-73.785998,40.641913,-74.003943,40.717692,5
2010-08-01 14:52:00.00000076,3.7,2010-08-01 14:52:00+00:00,-73.978353,40.766728,-73.970677,40.764572,1
2010-08-01 14:54:04.0000001,5.7,2010-08-01 14:54:04+00:00,-73.837602,40.71839,-73.8245,40.704198,1
2010-08-01 15:07:00.00000047,5.3,2010-08-01 15:07:00+00:00,-74.002245,40.734538,-73.987098,40.733333,5
2010-08-01 15:52:00.000000130,23.7,2010-08-01 15:52:00+00:00,-73.981367,40.775012,-73.994282,40.724227,1
2010-08-01 16:56:00.00000091,6.1,2010-08-01 16:56:00+00:00,-74.00088,40.757412,-73.984563,40.762958,1
2010-08-01 17:06:00.00000073,6.9,2010-08-01 17:06:00+00:00,-73.962148,40.779178,-73.97909,40.755912,2
2010-08-01 17:11:00.00000078,17.7,2010-08-01 17:11:00+00:00,-73.994085,40.751298,-73.925435,40.774483,2
2010-08-01 17:17:25.0000004,8.1,2010-08-01 17:17:25+00:00,-73.999969,40.738648,-73.984925,40.724103,1
2010-08-01 17:27:50.0000003,6.1,2010-08-01 17:27:50+00:00,-73.991354,40.733507,-73.987661,40.749922,2
2010-08-01 17:57:50.0000002,6.5,2010-08-01 17:57:50+00:00,-73.968865,40.764493,-73.95434,40.764288,1
