key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2012-12-01 00:56:00.000000152,4.5,2012-12-01 00:56:00+00:00,-73.990303,40.76151,-73.990242,40.764905,5
2012-12-01 01:11:00.000000239,8.0,2012-12-01 01:11:00+00:00,-73.974615,40.77799,-73.960057,40.797967,1
2012-12-01 01:15:28.0000003,25.0,2012-12-01 01:15:28+00:00,-73.998371,40.677106,-73.992112,40.737799,3
2012-12-01 01:18:00.000000209,6.0,2012-12-01 01:18:00+00:00,-73.96724,40.769185,-73.976597,40.775607,2
2012-12-01 01:21:41.0000002,18.5,2012-12-01 01:21:41+00:00,-73.990106,40.729475,-73.950227,40.673584,1
2012-12-01 01:32:00.000000102,25.0,2012-12-01 01:32:00+00:00,-73.977872,40.745957,-73.93585,40.848457,1
2012-12-01 02:05:24.0000004,8.5,2012-12-01 02:05:24+00:00,-74.001305,40.731059,-73.982265,40.748977,2
2012-12-01 02:54:10.0000004,12.5,2012-12-01 02:54:10+00:00,-73.971469,40.744597,-73.989956,40.773086,1
2012-12-01 03:22:00.00000063,12.5,2012-12-01 03:22:00+00:00,-74.006897,40.744082,-74.00751,40.709272,6
2012-12-01 03:38:38.0000001,7.0,2012-12-01 03:38:38+00:00,-73.949157,40.695301,-73.951588,40.713944,2
2012-12-01 03:50:00.00000011,12.0,2012-12-01 03:50:00+00:00,-73.971772,40.762947,-73.971052,40.79534,5
2012-12-01 04:39:00.0000003,4.5,2012-12-01 04:39:00+00:00,-73.989173,40.721832,-73.989737,40.71567,5
2012-12-01 04:40:55.0000001,7.5,2012-12-01 04:40:55+00:00,-74.005321,40.740962,-73.997645,40.722488,3
2012-12-01 06:46:05.0000003,25.0,2012-12-01 06:46:05+00:00,-73.986502,40.761358,-73.93396,40.85639,1
2012-12-01 08:15:00.00000015,12.5,2012-12-01 08:15:00+00:00,-73.962867,40.794237,-73.96987,40.762947,6
2012-12-01 09:09:15.0000001,10.5,2012-12-01 09:09:15+00:00,-74.007957,40.714826,-73.981699,40.749616,1
2012-12-01 10:21:13.0000003,10.0,2012-12-01 10:21:13+00:00,-74.01178,40.702789,-73.999476,40.730889,1
2012-12-01 10:24:00.0000005,8.5,2012-12-01 10:24:00+00:00,-73.979727,40.752572,-73.960227,40.776155,1
2012-12-01 11:48:00.000000119,4.0,2012-12-01 11:48:00+00:00,-73.986878,40.744957,-73.990828,40.739592,1
2012-12-01 12:14:00.0000006,3.5,2012-12-01 12:14:00+00:00,-73.950822,40.77906,-73.9528,40.77656,3
2012-12-01 12:46:00.00000067,8.5,2012-12-01 12:46:00+00:00,-73.978357,40.766595,-73.967395,40.766857,1
2012-12-01 12:52:00.00000083,9.0,2012-12-01 12:52:00+00:00,-73.989727,40.750877,-73.979842,40.765387,1
2012-12-01 13:07:02.0000005,6.5,2012-12-01 13:07:02+00:00,-73.979573,40.749563,-73.969211,40.762284,1
2012-12-01 13:33:00.00000025,7.0,2012-12-01 13:33:00+00:00,-73.988845,40.760277,-73.986577,40.757232,1
2012-12-01 13:34:00.00000031,28.0,2012-12-01 13:34:00+00:00,-74.015225,40.709502,-73.961922,40.779615,2
2012-12-01 13:34:40.0000004,7.0,2012-12-01 13:34:40+00:00,-74.000234,40.737884,-73.999341,40.726596,1
2012-12-01 13:42:00.00000024,6.0,2012-12-01 13:42:00+00:00,-73.98205,40.770837,-73.978073,40.783492,5
2012-12-01 13:44:00.0000007,7.5,2012-12-01 13:44:00+00:00,-73.987383,40.750478,-73.974853,40.762203,2
2012-12-01 13:52:00.000000198,8.5,2012-12-01 13:52:00+00:00,-73.975502,40.733102,-73.995852,40.736887,6
2012-12-01 14:31:34.0000002,4.0,2012-12-01 14:31:34+00:00,-73.952734,40.778466,-73.951914,40.783806,1
2012-12-01 14:31:43.0000002,7.5,2012-12-01 14:31:43+00:00,-73.977251,40.779467,-73.978223,40.763997,1
2012-12-01 14:58:00.000000130,16.0,2012-12-01 14:58:00+00:00,-73.989877,40.741192,-73.957592,40.776982,1
2012-12-01 15:06:26.0000003,14.0,2012-12-01 15:06:26+00:00,-73.949693,40.784561,-73.938003,40.822979,1
2012-12-01 15:15:00.0000006,17.5,2012-12-01 15:15:00+00:00,-73.983317,40.69378,-73.986932,40.743625,1
2012-12-01 15:17:30.0000003,16.0,2012-12-01 15:17:30+00:00,-74.012402,40.708275,-73.98452,40.754361,1
2012-12-01 15:36:00.0000006,7.5,2012-12-01 15:36:00+00:00,-73.997585,40.736652,-73.989357,40.750737,6
2012-12-01 16:01:00.0000005,21.5,2012-12-01 16:01:00+00:00,-74.004035,40.725515,-73.982175,40.776152,1
2012-12-01 16:04:00.00000019,24.5,2012-12-01 16:04:00+00:00,-73.954828,40.76543,-74.009987,40.702017,1
2012-12-01 16:46:00.000000145,11.0,2012-12-01 16:46:00+00:00,-73.95543,40.779495,-73.988097,40.755072,1
2012-12-01 17:46:00.000000217,15.0,2012-12-01 17:46:00+00:00,-73.958832,40.763915,-73.98662,40.77584,1
2012-12-01 18:08:21.0000001,7.0,2012-12-01 18:08:21+00:00,-74.002293,40.755833,-73.990963,40.755803,1
2012-12-01 18:25:00.00000096,25.0,2012-12-01 18:25:00+00:00,-73.980827,40.764527,-74.007102,40.718137,1
2012-12-01 18:38:00.00000091,16.5,2012-12-01 18:38:00+00:00,-73.99565,40.724797,-73.94745,40.779467,5
2012-12-01 18:42:00.000000102,4.0,2012-12-01 18:42:00+00:00,-73.964247,40.756482,-73.95997,40.76224,1
2012-12-01 19:10:00.000000266,4.0,2012-12-01 19:10:00+00:00,-73.995095,40.725363,-73.989953,40.7342,1
2012-12-01 19:45:00.000000211,5.0,2012-12-01 19:45:00+00:00,-73.976838,40.75241,-73.968833,40.758822,1
2012-12-01 19:47:30.0000004,8.0,2012-12-01 19:47:30+00:00,-73.969645,40.801839,-73.969645,40.801839,4
2012-12-01 19:54:52.0000001,19.0,2012-12-01 19:54:52+00:00,-73.981385,40.764967,-73.906701,40.744095,2
2012-12-01 20:00:48.0000002,8.5,2012-12-01 20:00:48+00:00,-73.968689,40.78641,-73.988461,40.778882,4
2012-12-01 20:37:00.000000200,7.5,2012-12-01 20:37:00+00:00,-73.999057,40.734262,-74.00775,40.717457,5
2012-12-01 20:46:00.000000294,10.5,2012-12-01 20:46:00+00:00,-74.007563,40.740872,-73.994682,40.726042,1
2012-12-01 20:49:47.0000006,9.0,2012-12-01 20:49:47+00:00,-73.970552,40.763119,-73.979863,40.779525,1
2012-12-01 21:04:45.0000001,23.5,2012-12-01 21:04:45+00:00,-73.776763,40.645407,-73.756045,40.705005,1
2012-12-01 22:25:00.000000250,13.0,2012-12-01 22:25:00+00:00,-73.9736,40.760545,-73.983705,40.725817,1
2012-12-01 22:28:00.000000181,10.0,2012-12-01 22:28:00+00:00,-74.016055,40.717492,-74.005435,40.739602,2
2012-12-01 22:47:11.0000004,3.5,2012-12-01 22:47:11+00:00,-73.994701,40.755567,-73.998232,40.750785,1
2012-12-01 22:54:00.000000298,57.5,2012-12-01 22:54:00+00:00,-73.953293,40.785287,-73.971687,40.693207,1
2012-12-01 23:07:00.000000130,15.5,2012-12-01 23:07:00+00:00,-74.005377,40.745955,-73.965648,40.77274,2
2012-12-01 23:07:00.00000076,16.0,2012-12-01 23:07:00+00:00,-73.994392,40.732098,-73.957468,40.779515,2
2012-12-01 23:46:48.0000001,23.5,2012-12-01 23:46:48+00:00,-73.972002,40.782258,-73.91442,40.870938,1
2012-12-01 23:50:00.000000267,7.5,2012-12-01 23:50:00+00:00,-73.998045,40.718017,-73.99375,40.727202,1
2012-12-02 00:02:25.0000003,9.5,2012-12-02 00:02:25+00:00,-73.966083,40.764704,-73.982951,40.738087,2
2012-12-02 00:13:00.000000271,16.0,2012-12-02 00:13:00+00:00,-73.981382,40.770652,-73.991617,40.727387,3
2012-12-02 00:35:46.0000003,7.5,2012-12-02 00:35:46+00:00,-73.983835,40.737986,-73.985236,40.752848,2
2012-12-02 01:00:00.000000274,6.5,2012-12-02 01:00:00+00:00,-73.990353,40.750992,-73.988688,40.768923,5
2012-12-02 01:35:55.0000001,35.5,2012-12-02 01:35:55+00:00,-73.971601,40.686797,-73.959742,40.808344,1
2012-12-02 01:47:00.000000150,9.0,2012-12-02 01:47:00+00:00,-73.98472,40.736707,-74.000138,40.729045,1
2012-12-02 01:52:57.0000004,17.0,2012-12-02 01:52:57+00:00,-73.982469,40.731256,-73.928212,40.767807,4
2012-12-02 01:54:00.000000168,5.5,2012-12-02 01:54:00+00:00,-73.989873,40.762172,-73.991397,40.755217,5
2012-12-02 02:04:00.000000202,19.0,2012-12-02 02:04:00+00:00,-73.949503,40.780867,-73.932967,40.845377,1
2012-12-02 02:09:29.0000005,6.0,2012-12-02 02:09:29+00:00,-73.982501,40.754167,-73.96498,40.759981,1
2012-12-02 02:35:00.00000091,5.5,2012-12-02 02:35:00+00:00,-73.986712,40.748017,-73.99408,40.752487,2
2012-12-02 02:36:15.0000002,13.5,2012-12-02 02:36:15+00:00,-73.985641,40.66998,-73.956572,40.694529,2
2012-12-02 02:51:00.000000107,6.0,2012-12-02 02:51:00+00:00,-73.985652,40.735192,-73.999057,40.739527,2
2012-12-02 03:19:00.000000135,22.5,2012-12-02 03:19:00+00:00,-73.999783,40.738335,-73.912303,40.769073,1
2012-12-02 03:41:00.00000050,17.0,2012-12-02 03:41:00+00:00,0.0,0.0,0.0,0.0,1
2012-12-02 04:26:00.00000036,17.5,2012-12-02 04:26:00+00:00,-74.001377,40.727535,-73.98131,40.675192,1
2012-12-02 09:55:00.00000079,6.5,2012-12-02 09:55:00+00:00,-74.008952,40.704005,-74.016702,40.708527,2
2012-12-02 09:59:45.0000001,12.5,2012-12-02 09:59:45+00:00,-73.978958,40.784801,-74.004778,40.741902,1
2012-12-02 10:04:45.0000003,8.0,2012-12-02 10:04:45+00:00,-73.981814,40.755419,-73.992446,40.739014,2
2012-12-02 10:31:31.0000003,5.0,2012-12-02 10:31:31+00:00,-73.981372,40.754618,-73.981372,40.754618,1
2012-12-02 12:00:52.0000001,11.0,2012-12-02 12:00:52+00:00,-73.981589,40.724528,-74.005893,40.736215,1
2012-12-02 12:03:10.0000006,31.5,2012-12-02 12:03:10+00:00,-74.004065,40.722417,-73.861712,40.768402,2
2012-12-02 12:16:00.000000212,7.0,2012-12-02 12:16:00+00:00,-73.983182,40.762647,-73.990953,40.75039,5
2012-12-02 12:41:00.000000132,34.8,2012-12-02 12:41:00+00:00,-73.874447,40.773962,-73.970055,40.765062,1
2012-12-02 12:41:00.000000101,7.5,2012-12-02 12:41:00+00:00,-73.973793,40.77895,-73.952843,40.785105,1
2012-12-02 12:47:40.0000001,6.0,2012-12-02 12:47:40+00:00,-73.994425,40.740136,-73.984243,40.755465,3
2012-12-02 13:06:00.000000128,25.0,2012-12-02 13:06:00+00:00,-73.982385,40.77479,-73.91669,40.77322,1
2012-12-02 13:38:00.000000144,9.0,2012-12-02 13:38:00+00:00,-73.952395,40.772907,-73.963357,40.75354,2
2012-12-02 13:40:00.00000092,11.0,2012-12-02 13:40:00+00:00,-73.978913,40.76027,-73.985687,40.75976,1
2012-12-02 13:45:00.00000044,16.0,2012-12-02 13:45:00+00:00,-73.991208,40.733872,-74.009402,40.704137,1
2012-12-02 13:58:44.0000003,8.5,2012-12-02 13:58:44+00:00,-73.975836,40.765219,-73.980512,40.753814,1
2012-12-02 14:07:25.0000002,9.5,2012-12-02 14:07:25+00:00,-73.997433,40.756516,-73.982623,40.765928,1
2012-12-02 14:08:00.00000068,12.0,2012-12-02 14:08:00+00:00,-73.962358,40.770315,-73.981577,40.737302,1
2012-12-02 14:50:36.0000002,10.5,2012-12-02 14:50:36+00:00,-74.006775,40.744178,-73.990947,40.746246,1
2012-12-02 15:17:00.000000128,5.5,2012-12-02 15:17:00+00:00,-73.983925,40.749678,-73.976157,40.757323,4
2012-12-02 15:25:00.00000082,8.5,2012-12-02 15:25:00+00:00,-74.010037,40.711883,-74.014083,40.71655,1
2012-12-02 17:00:17.0000001,3.0,2012-12-02 17:00:17+00:00,-73.991352,40.742433,-73.990024,40.746752,1
2012-12-02 17:37:58.0000001,18.0,2012-12-02 17:37:58+00:00,-73.994978,40.750153,-73.949793,40.77439,4
2012-12-02 17:46:00.000000171,6.5,2012-12-02 17:46:00+00:00,-73.981095,40.769407,-73.9889,40.774795,3
2012-12-02 17:55:47.0000006,7.0,2012-12-02 17:55:47+00:00,-73.969234,40.754343,-73.961853,40.769337,1
2012-12-02 18:11:00.00000040,9.0,2012-12-02 18:11:00+00:00,-73.972915,40.785302,-73.96036,40.767317,5
2012-12-02 18:13:00.00000042,13.0,2012-12-02 18:13:00+00:00,-74.012035,40.707542,-73.99071,40.730177,1
2012-12-02 18:41:05.0000008,12.0,2012-12-02 18:41:05+00:00,-74.008483,40.720942,-73.99429,40.759158,1
2012-12-02 20:02:00.00000024,11.5,2012-12-02 20:02:00+00:00,-73.989957,40.733505,-73.98597,40.762297,1
