key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2014-02-01 00:05:29.0000003,11.0,2014-02-01 00:05:29+00:00,-73.983529,40.773545,-73.976512,40.746714,1
2014-02-01 00:20:00.000000280,35.83,2014-02-01 00:20:00+00:00,-73.87312,40.774077,-73.974978,40.788652,1
2014-02-01 00:31:19.0000001,19.0,2014-02-01 00:31:19+00:00,-73.99119,40.760626,-74.014068,40.702546,1
2014-02-01 00:44:38.0000003,21.5,2014-02-01 00:44:38+00:00,-73.952267,40.777256,-74.013753,40.714915,3
2014-02-01 01:01:24.0000005,8.0,2014-02-01 01:01:24+00:00,-73.991677,40.726471,-73.979715,40.748119,1
2014-02-01 01:03:00.000000265,7.0,2014-02-01 01:03:00+00:00,-73.987847,40.732307,-73.973722,40.748817,3
2014-02-01 01:49:11.0000002,6.0,2014-02-01 01:49:11+00:00,-73.989302,40.763334,-73.983809,40.74971,1
2014-02-01 02:04:54.0000001,26.5,2014-02-01 02:04:54+00:00,-73.987018,40.770682,-73.955046,40.806723,2
2014-02-01 02:13:00.00000099,6.0,2014-02-01 02:13:00+00:00,-73.986322,40.73447,-73.910267,40.744982,5
2014-02-01 02:23:00.000000174,17.5,2014-02-01 02:23:00+00:00,-73.98799,40.72409,-73.953712,40.770872,1
2014-02-01 02:47:00.000000139,11.0,2014-02-01 02:47:00+00:00,-73.990787,40.756127,-74.00148,40.726187,1
2014-02-01 02:56:00.00000015,23.5,2014-02-01 02:56:00+00:00,-73.98775,40.722605,-73.96834,40.791832,3
2014-02-01 03:09:00.00000052,6.0,2014-02-01 03:09:00+00:00,-73.977118,40.784875,-73.963248,40.799352,1
2014-02-01 03:15:14.0000001,23.5,2014-02-01 03:15:14+00:00,-73.978889,40.724114,-73.911508,40.689474,1
2014-02-01 03:23:19.0000002,19.0,2014-02-01 03:23:19+00:00,-73.992744,40.740068,-73.992611,40.740241,1
2014-02-01 03:33:00.00000056,10.0,2014-02-01 03:33:00+00:00,-74.006467,40.739027,-73.977938,40.745577,1
2014-02-01 04:25:32.0000001,3.5,2014-02-01 04:25:32+00:00,-73.950964,40.774738,-73.944748,40.779808,1
2014-02-01 06:26:47.0000001,32.0,2014-02-01 06:26:47+00:00,-73.986027,40.747105,-73.971699,40.630376,1
2014-02-01 07:12:00.00000045,5.0,2014-02-01 07:12:00+00:00,-73.956163,40.767292,-73.965718,40.764672,1
2014-02-01 09:41:00.00000060,15.5,2014-02-01 09:41:00+00:00,-73.948333,40.78948,-73.984452,40.74286,1
2014-02-01 09:57:02.0000004,14.0,2014-02-01 09:57:02+00:00,-73.959806,40.773794,-74.004153,40.747749,1
2014-02-01 10:06:44.0000001,5.5,2014-02-01 10:06:44+00:00,-73.991846,40.759298,-74.003001,40.744172,1
2014-02-01 10:18:00.000000108,7.5,2014-02-01 10:18:00+00:00,-73.991967,40.725767,-74.006502,40.730205,1
2014-02-01 10:49:29.0000003,7.0,2014-02-01 10:49:29+00:00,-73.991934,40.748708,-73.983202,40.744672,1
2014-02-01 11:37:14.0000001,7.5,2014-02-01 11:37:14+00:00,-73.985508,40.778335,-73.970905,40.796835,4
2014-02-01 11:45:00.000000110,14.0,2014-02-01 11:45:00+00:00,-73.981125,40.765357,-74.001765,40.729455,2
2014-02-01 12:28:32.0000002,10.0,2014-02-01 12:28:32+00:00,-74.007228,40.716053,-74.006267,40.743785,1
2014-02-01 12:30:00.00000093,5.0,2014-02-01 12:30:00+00:00,-73.971867,40.751297,-73.984248,40.754872,3
2014-02-01 12:36:37.0000003,8.0,2014-02-01 12:36:37+00:00,-73.980945,40.741907,-73.996233,40.753248,2
2014-02-01 13:11:00.00000057,8.0,2014-02-01 13:11:00+00:00,-73.971467,40.746617,-73.98134,40.758885,2
2014-02-01 13:17:00.000000100,11.0,2014-02-01 13:17:00+00:00,-73.980322,40.734405,-73.9831,40.750277,1
2014-02-01 14:50:00.00000097,6.0,2014-02-01 14:50:00+00:00,-73.96219,40.76366,-73.97458,40.75648,2
2014-02-01 15:05:00.000000173,4.5,2014-02-01 15:05:00+00:00,-73.983407,40.755817,-73.951748,40.777762,1
2014-02-01 15:44:00.00000023,7.0,2014-02-01 15:44:00+00:00,-73.956245,40.787422,-73.974705,40.783135,1
2014-02-01 16:12:00.000000122,9.5,2014-02-01 16:12:00+00:00,-73.982217,40.775872,-73.986833,40.762547,1
2014-02-01 16:47:53.0000001,8.0,2014-02-01 16:47:53+00:00,-73.968002,40.763018,-73.954307,40.784278,1
2014-02-01 16:55:57.0000002,6.0,2014-02-01 16:55:57+00:00,-73.992762,40.745416,-73.98334,40.741537,1
2014-02-01 16:56:52.0000005,16.5,2014-02-01 16:56:52+00:00,-73.980324,40.714107,-73.954593,40.727649,1
2014-02-01 17:08:44.0000001,9.0,2014-02-01 17:08:44+00:00,-73.947784,40.711046,-73.947742,40.711053,2
2014-02-01 17:20:51.0000002,14.0,2014-02-01 17:20:51+00:00,-73.97528,40.733153,-73.951115,40.776543,1
2014-02-01 17:31:43.0000004,17.0,2014-02-01 17:31:43+00:00,-73.969648,40.763311,-73.992156,40.721488,1
2014-02-01 17:59:36.0000006,8.5,2014-02-01 17:59:36+00:00,-74.003154,40.717738,-73.987228,40.722415,2
2014-02-01 18:23:00.00000084,10.0,2014-02-01 18:23:00+00:00,-73.948475,40.786247,-73.975082,40.759607,3
2014-02-01 18:34:37.0000001,6.5,2014-02-01 18:34:37+00:00,-73.965946,40.758384,-73.975378,40.741391,1
2014-02-01 19:00:00.000000174,17.5,2014-02-01 19:00:00+00:00,-73.988035,40.718667,-74.006117,40.67422,1
2014-02-01 19:01:00.000000292,6.5,2014-02-01 19:01:00+00:00,-73.991797,40.739192,-74.005262,40.748062,1
