key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2015-01-01T00:17:02.000Z,16.5,2015-01-01T00:17:02.000Z,-73.9843521118164,40.77504348754882,-73.93888854980467,40.82175827026367,3
2015-01-01T11:12:16.000Z,37.53,2015-01-01T11:12:16.000Z,-73.87289428710938,40.77416229248047,-73.98531341552734,40.76033020019531,4
2015-01-02T00:16:28.000Z,11.5,2015-01-02T00:16:28.000Z,-73.98177337646483,40.77335357666016,-73.95196533203125,40.79875183105469,6
2015-01-02T13:59:14.000Z,16.5,2015-01-02T13:59:14.000Z,-73.97216796875,40.78217315673828,-73.98229217529298,40.75075149536133,2
2015-01-02T15:22:12.000Z,15.5,2015-01-02T15:22:12.000Z,-73.98126220703125,40.76801300048828,-73.94318389892578,40.78756332397461,2
2015-01-02T18:08:03.000Z,24.5,2015-01-02T18:08:03.000Z,-73.98988342285155,40.756790161132805,-73.9375457763672,40.835498809814446,3
2015-01-03T00:55:23.000Z,26.0,2015-01-03T00:55:23.000Z,-73.98943328857422,40.75799179077149,-73.93002319335938,40.85644912719727,2
2015-01-03T03:01:05.000Z,33.83,2015-01-03T03:01:05.000Z,-73.99205780029298,40.74374771118164,-73.864501953125,40.7701416015625,5
2015-01-03T03:26:00.000Z,19.5,2015-01-03T03:26:00.000Z,-74.00630950927734,40.74141311645508,-73.9410400390625,40.78837585449219,3
2015-01-03T13:22:14.000Z,11.5,2015-01-03T13:22:14.000Z,-73.97422790527344,40.793190002441406,-73.96602630615233,40.76829528808594,2
2015-01-03T16:19:49.000Z,12.5,2015-01-03T16:19:49.000Z,-73.98204803466798,40.76533126831056,-73.98770141601561,40.74985122680664,6
2015-01-03T18:39:01.000Z,10.5,2015-01-03T18:39:01.000Z,-73.98171997070312,40.75534057617188,-73.95639038085938,40.76736831665039,4
2015-01-03T20:39:10.000Z,57.33,2015-01-03T20:39:10.000Z,-74.0027847290039,40.728363037109375,-73.79016876220702,40.64366149902344,5
2015-01-03T23:45:44.000Z,16.0,2015-01-03T23:45:44.000Z,-73.96099090576173,40.769229888916016,-73.93997192382812,40.8254508972168,4
2015-01-04T01:28:25.000Z,13.0,2015-01-04T01:28:25.000Z,-74.00885772705078,40.73548889160156,-73.98876953125,40.777690887451165,3
2015-01-04T02:11:20.000Z,23.5,2015-01-04T02:11:20.000Z,-73.9916763305664,40.75563049316406,-73.9572525024414,40.72249603271485,2
2015-01-04T10:29:00.000Z,12.5,2015-01-04T10:29:00.000Z,-73.98499298095702,40.7530517578125,-73.96875762939453,40.753730773925774,4
2015-01-04T14:10:52.000Z,21.5,2015-01-04T14:10:52.000Z,-73.98238372802734,40.78269958496094,-73.98072814941406,40.72153091430664,5
2015-01-04T18:28:34.000Z,39.83,2015-01-04T18:28:34.000Z,-73.99549865722656,40.74934005737305,-73.97029113769531,40.63034057617188,2
2015-01-04T22:28:40.000Z,17.0,2015-01-04T22:28:40.000Z,-73.9815444946289,40.74700546264648,-73.95838165283203,40.704322814941406,3
2015-01-05T08:33:26.000Z,11.5,2015-01-05T08:33:26.000Z,-73.9902114868164,40.73669052124024,-73.97206115722656,40.76508712768555,2
